code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0054-3553,Methadone Hydrochloride Concentrate,Full Opioid Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,Methadone Hydrochloride,42.81,55.65,145,2028-01-01,IN_STOCK
0054-3555,Methadone Hydrochloride Solution,Full Opioid Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,Methadone Hydrochloride,114.29,148.58,193,2027-08-06,IN_STOCK
0054-3556,Methadone Hydrochloride Solution,Full Opioid Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,Methadone Hydrochloride,89.46,116.3,318,2026-10-12,IN_STOCK
0054-3566,Midazolam Hydrochloride Syrup,Benzodiazepine [EPC],Hikma Pharmaceuticals Usa Inc.,Midazolam Hydrochloride,42.93,55.81,209,2028-09-09,IN_STOCK
0054-3630,Naproxen Suspension,Anti-Inflammatory Agents,Hikma Pharmaceuticals Usa Inc.,Naproxen,39.26,51.04,366,2027-01-30,IN_STOCK
0054-3721,"Prednisone Intensol Solution, Concentrate",Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE Intensol,72.48,94.22,106,2027-11-20,IN_STOCK
0054-3722,Prednisone Solution,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,104.48,135.82,385,2028-11-27,IN_STOCK
0054-3727,Propranolol Hydrochloride Solution,Adrenergic beta-Antagonists [MoA],Hikma Pharmaceuticals Usa Inc.,Propranolol Hydrochloride,50.09,65.12,85,2028-07-16,IN_STOCK
0054-3730,Propranolol Hydrochloride Solution,Adrenergic beta-Antagonists [MoA],Hikma Pharmaceuticals Usa Inc.,Propranolol Hydrochloride,137.84,179.19,176,2027-10-12,IN_STOCK
0054-4146,Clotrimazole Lozenge,Azole Antifungal [EPC],Hikma Pharmacuticals Usa Usa Inc.,Clotrimazole,94.12,122.36,137,2027-02-14,IN_STOCK
0054-4179,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,74.34,96.64,257,2028-11-04,IN_STOCK
0054-4180,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,148.38,192.89,216,2027-11-30,IN_STOCK
0054-4181,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,106.78,138.81,266,2028-11-14,IN_STOCK
0054-4182,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,82.94,107.82,365,2027-05-12,IN_STOCK
0054-4183,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,115.47,150.11,373,2028-11-11,IN_STOCK
0054-4184,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,91.39,118.81,66,2028-03-22,IN_STOCK
0054-4186,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,69.78,90.71,385,2027-10-06,IN_STOCK
0054-4297,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,16.32,21.22,313,2027-01-23,IN_STOCK
0054-4299,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,13.95,18.13,305,2028-03-01,IN_STOCK
0054-4301,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,34.31,44.6,299,2027-03-03,IN_STOCK
0054-4496,Leucovorin Calcium Tablet,Folate Analog [EPC],Hikma Pharmaceuticals Usa Inc.,Leucovorin Calcium,28.86,37.52,291,2027-12-27,IN_STOCK
0054-4497,Leucovorin Calcium Tablet,Folate Analog [EPC],Hikma Pharmaceuticals Usa Inc.,Leucovorin Calcium,21.85,28.41,130,2028-10-04,IN_STOCK
0054-4498,Leucovorin Calcium Tablet,Folate Analog [EPC],Hikma Pharmaceuticals Usa Inc.,Leucovorin Calcium,89.56,116.43,71,2028-03-06,IN_STOCK
0054-4499,Leucovorin Calcium Tablet,Folate Analog [EPC],Hikma Pharmaceuticals Usa Inc.,Leucovorin Calcium,69.59,90.47,53,2028-01-08,IN_STOCK
0054-4527,Lithium Carbonate Tablet,Mood Stabilizer [EPC],Hikma Pharmaceuticals Usa Inc.,Lithium Carbonate,24.13,31.37,237,2028-01-11,IN_STOCK
0054-4538,Diskets Tablet,Full Opioid Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,Methadone Hydrochloride,86.77,112.8,311,2028-01-17,IN_STOCK
0054-4550,Methotrexate Sodium Tablet,Folate Analog Metabolic Inhibitor [EPC],Hikma Pharmaceuticals Usa Inc.,Methotrexate Sodium,102.55,133.31,182,2028-10-10,IN_STOCK
0054-4581,Mercaptopurine Tablet,Nucleic Acid Synthesis Inhibitors [MoA],Hikma Pharmaceuticals Usa Inc.,Mercaptopurine,8.16,10.61,155,2026-10-04,IN_STOCK
0054-4582,Mercaptopurine Suspension,Nucleic Acid Synthesis Inhibitors [MoA],Hikma Pharmaceuticals Usa Inc.,MERCAPTOPURINE,113.14,147.08,321,2026-12-14,IN_STOCK
0054-4728,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,11.57,15.04,201,2028-09-17,IN_STOCK
0054-4741,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,14.25,18.53,55,2026-12-10,IN_STOCK
0054-4742,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,147.99,192.39,266,2026-11-02,IN_STOCK
0054-8174,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,46.63,60.62,117,2028-11-26,IN_STOCK
0054-8175,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,24.64,32.03,353,2028-10-16,IN_STOCK
0054-8176,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,98.65,128.25,240,2027-10-19,IN_STOCK
0054-8179,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,148.96,193.65,220,2028-01-03,IN_STOCK
0054-8180,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,131.09,170.42,218,2027-10-20,IN_STOCK
0054-8181,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,16.64,21.63,363,2028-04-05,IN_STOCK
0054-8183,Dexamethasone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],"Hikma Pharmaceuticals Usa, Inc.",Dexamethasone,24.28,31.56,203,2027-01-30,IN_STOCK
0054-8297,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,30.88,40.14,300,2027-11-07,IN_STOCK
0054-8299,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,81.68,106.18,397,2027-05-17,IN_STOCK
0054-8301,Furosemide Tablet,Increased Diuresis at Loop of Henle [PE],Hikma Pharmaceuticals Usa Inc.,Furosemide,126.05,163.87,36,2027-08-02,IN_STOCK
0054-8496,Leucovorin Calcium Tablet,Folate Analog [EPC],Hikma Pharmaceuticals Usa Inc.,Leucovorin Calcium,72.14,93.78,393,2028-04-10,IN_STOCK
0054-8526,"Lithium Carbonate Capsule, Gelatin Coated",Mood Stabilizer [EPC],Hikma Pharmaceuticals Usa Inc.,Lithium Carbonate,66.5,86.45,219,2027-05-24,IN_STOCK
0054-8527,"Lithium Carbonate Capsule, Gelatin Coated",Mood Stabilizer [EPC],Hikma Pharmaceuticals Usa Inc.,Lithium Carbonate,40.89,53.16,202,2027-03-08,IN_STOCK
0054-8528,Lithium Carbonate Tablet,Mood Stabilizer [EPC],Hikma Pharmaceuticals Usa Inc.,Lithium Carbonate,44.97,58.46,396,2028-11-22,IN_STOCK
0054-8724,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,21.36,27.77,363,2027-12-04,IN_STOCK
0054-8739,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,94.16,122.41,33,2027-06-04,IN_STOCK
0054-8740,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,34.88,45.34,76,2028-05-31,IN_STOCK
0054-9628,Sodium Oxybate Solution,Central Nervous System Depressant [EPC],Hikma Pharmaceuticals Usa Inc.,sodium oxybate,9.87,12.83,331,2028-08-19,IN_STOCK
0054-9817,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,106.98,139.07,49,2027-06-08,IN_STOCK
0054-9818,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,112.38,146.09,230,2027-12-24,IN_STOCK
0054-9828,Prednisone Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Hikma Pharmaceuticals Usa Inc.,PredniSONE,38.98,50.67,136,2028-11-11,IN_STOCK
0065-0023,Miostat Solution,Cholinergic Agonists [MoA],"Alcon Laboratories, Inc.",carbachol,130.24,169.31,53,2027-02-21,IN_STOCK
0065-0085,Naphcon A Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",naphazoline hydrochloride and pheniramine maleate,78.06,101.48,173,2027-05-28,IN_STOCK
0065-0092,"Fluorescite Injection, Solution",Diagnostic Dye [EPC],"Alcon, Inc.",fluorescein sodium,123.29,160.28,399,2028-05-12,IN_STOCK
0065-0303,Isopto Atropine Solution,Anticholinergic [EPC],"Alcon Laboratories, Inc.",atropine sulfate,51.24,66.61,331,2028-11-30,IN_STOCK
0065-0343,Phenylephrine Hydrochloride Solution/ Drops,Adrenergic alpha1-Agonists [MoA],"Alcon Laboratories, Inc.",Phenylephrine Hydrochloride,102.52,133.28,189,2027-05-31,IN_STOCK
0065-0349,Phenylephrine Hydrochloride Solution/ Drops,Adrenergic alpha1-Agonists [MoA],"Alcon Laboratories, Inc.",Phenylephrine Hydrochloride,48.76,63.39,98,2028-08-07,IN_STOCK
0065-0355,Mydriacyl Solution/ Drops,Anticholinergic [EPC],"Alcon Laboratories, Inc.",tropicamide,80.58,104.75,236,2027-08-04,IN_STOCK
0065-0359,Cyclomydril Solution/ Drops,Adrenergic alpha1-Agonists [MoA],"Alcon Laboratories, Inc.",cyclopentolate hydrochloride and phenylephrine hydrochloride,44.9,58.37,310,2028-05-28,IN_STOCK
0065-0395,Cyclogyl Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",cyclopentolate hydrochloride,132.56,172.33,114,2028-07-03,IN_STOCK
0065-0396,Cyclogyl Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",cyclopentolate hydrochloride,103.42,134.45,309,2028-02-20,IN_STOCK
0065-0397,Cyclogyl Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",cyclopentolate hydrochloride,11.8,15.34,201,2028-07-20,IN_STOCK
0065-0408,Alcon Tears Lubricant Eye Drops Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",hypromellose 2910,102.34,133.04,293,2027-08-23,IN_STOCK
0065-0411,Betadine Solution,General Medicine,"Alcon Laboratories, Inc.",povidone-iodine,105.96,137.75,234,2027-03-02,IN_STOCK
0065-0419,Bion Tears Solution/ Drops,Increased Intravascular Volume [PE],"Alcon Laboratories, Inc.","Dextran, Hypromellose",48.48,63.02,119,2028-11-11,IN_STOCK
0065-0426,Genteal Tears (Moderate) Solution/ Drops,Allergens [CS],"Alcon Laboratories, Inc.","Dextran 70, Glycerin, Hypromellose",83.0,107.9,148,2027-05-19,IN_STOCK
0065-0429,Systane Lubricant Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",polyethylene glycol 400 and Propylene Glycol,48.61,63.19,387,2027-02-25,IN_STOCK
0065-0431,Systane Solution/ Drops,General Medicine,Alcon Research Ltd,polyethylene glycol and propylene glycol,121.84,158.39,54,2028-04-28,IN_STOCK
0065-0454,Systane Gel,General Medicine,"Alcon Laboratories, Inc.",polyethylene glycol 400 and propylene glycol,64.84,84.29,238,2028-04-23,IN_STOCK
0065-0474,Systane Gel,General Medicine,"Alcon Laboratories, Inc.",hypromellose,81.85,106.41,223,2027-06-06,IN_STOCK
0065-0481,Systane Complete Emulsion,General Medicine,"Alcon Laboratories, Inc.",propylene glycol,41.97,54.56,194,2028-07-24,IN_STOCK
0065-0509,Systane Nighttime Ointment,General Medicine,"Alcon Laboratories, Inc.",mineral oil and white petrolatum,16.47,21.41,255,2027-10-15,IN_STOCK
0065-0518,Genteal Ointment,General Medicine,"Alcon Laboratories, Inc.","mineral oil, white petrolatum",18.41,23.93,395,2027-04-14,IN_STOCK
0065-0741,Tetracaine Hydrochloride Solution,Ester Local Anesthetic [EPC],"Alcon Laboratories, Inc.",tetracaine hydrochloride,12.47,16.21,218,2028-08-20,IN_STOCK
0065-0795,Bss Solution,Blood Coagulation Factor [EPC],"Alcon Laboratories, Inc.",balanced salt solution,92.72,120.54,45,2026-12-14,IN_STOCK
0065-0800,Bss Plus Kit,General Medicine,"Alcon Laboratories, Inc.","balanced salt solution enriched with bicarbonate, dextrose, and glutathione",32.28,41.96,325,2028-10-11,IN_STOCK
0065-0816,Pataday Once Daily Relief Solution,Decreased Histamine Release [PE],"Alcon Laboratories, Inc.",OLOPATADINE HYDROCHLORIDE,102.36,133.07,136,2028-02-03,IN_STOCK
0065-0817,Atropine Sulfate Solution,Anticholinergic [EPC],"Alcon Laboratories, Inc.",atropine sulfate,35.29,45.88,195,2027-08-07,IN_STOCK
0065-1431,Systane Ultra Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",Polyethylene Glycol 400 and Propylene Glycol,143.77,186.9,32,2027-05-05,IN_STOCK
0065-1432,Systane Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",polyethylene glycol 400 and propylene glycol,140.89,183.16,85,2028-11-03,IN_STOCK
0065-1433,Systane Balance Emulsion,General Medicine,"Alcon Laboratories, Inc.",propylene glycol,149.94,194.92,270,2027-06-06,IN_STOCK
0065-1437,Systane Hydration Pf Preservative Free Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",Polyethylene Glycol 400 and Propylene Glycol,105.87,137.63,385,2027-04-28,IN_STOCK
0065-1502,Systane Day And Night Value Pack Kit,General Medicine,"Alcon Laboratories, Inc.","Polyethylene Glycol 400, Propylene Glycol 0.3%",62.51,81.26,147,2028-04-18,IN_STOCK
0065-1507,Systane Ultra Preservative Free Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",Polyethylene Glycol 400 and Propylene Glycol,51.63,67.12,169,2027-10-25,IN_STOCK
0065-1509,Systane Complete Pf Emulsion,General Medicine,"Alcon Laboratories, Inc.",propylene glycol,72.61,94.39,357,2027-10-03,IN_STOCK
0065-1510,Systane Hydration Pf Preservative Free Solution/ Drops,General Medicine,"Alcon Laboratories, Inc.",Polyethylene Glycol 400 and Propylene Glycol,49.72,64.64,209,2028-03-09,IN_STOCK
0065-1530,Systane Complete Pf Emulsion,General Medicine,"Alcon Laboratories, Inc.",propylene glycol,133.01,172.91,263,2027-01-09,IN_STOCK
0065-1795,Bss Solution,Blood Coagulation Factor [EPC],"Alcon Laboratories, Inc.",balanced salt solution,121.41,157.83,394,2028-01-24,IN_STOCK
0065-2509,Systane Complete Pf Emulsion,General Medicine,"Alcon Laboratories, Inc.",Propylene Glycol Emulsion,115.44,150.07,188,2027-04-27,IN_STOCK
0065-3290,Systane Pro Pf Emulsion,General Medicine,"Alcon Laboratories, Inc.",Propylene Glycol,58.75,76.38,236,2026-11-16,IN_STOCK
0065-4011,Zaditor Solution,Histamine H1 Receptor Antagonists [MoA],"Alcon Laboratories, Inc.",ketotifen fumarate,86.57,112.54,138,2028-10-29,IN_STOCK
0065-4147,Simbrinza Suspension/ Drops,Adrenergic alpha-Agonists [MoA],"Alcon Laboratories, Inc.",brinzolamide/brimonidine tartrate,26.16,34.01,158,2028-04-19,IN_STOCK
0065-4274,Pataday Twice A Day Relief Solution,Decreased Histamine Release [PE],"Alcon Laboratories, Inc.",OLOPATADINE HYDROCHLORIDE,140.54,182.7,321,2028-10-07,IN_STOCK
0065-8063,Genteal Tears Moderate Preservative Free Solution/ Drops,Increased Intravascular Volume [PE],"Alcon Laboratories, Inc.","dextran 70, hypromellose 2910",65.55,85.22,103,2027-04-19,IN_STOCK
0065-8064,Genteal Tears Gel,General Medicine,"Alcon Laboratories, Inc.",Hypromellose,52.83,68.68,219,2028-05-06,IN_STOCK
0065-8067,Genteal Tears Gel Drops Gel,General Medicine,"Alcon Laboratories, Inc.",polyethylene glycol 400 and propylene glycol,125.84,163.59,280,2028-04-16,IN_STOCK
0065-8150,Pataday Once Daily Relief Solution,Decreased Histamine Release [PE],"Alcon Laboratories, Inc.",OLOPATADINE HYDROCHLORIDE,99.92,129.9,375,2027-09-11,IN_STOCK
0065-8595,Tryptyr Solution,General Medicine,"Alcon Laboratories, Inc.",Acoltremon,42.31,55.0,275,2028-10-10,IN_STOCK
0065-9305,Bion Tears Solution/ Drops,Increased Intravascular Volume [PE],"Alcon Laboratories, Inc.","Dextran, Hypromellose",98.05,127.47,276,2028-01-15,IN_STOCK
0065-9308,Systane Pro Pf Emulsion,General Medicine,"Alcon Laboratories, Inc.",Propylene Glycol,29.39,38.21,205,2027-03-23,IN_STOCK
0067-0100,"Theraflu Severe Cold Relief Daytime Powder, For Solution",Sigma-1 Agonist [EPC],Haleon Us Holdings Llc,"ACETAMINOPHEN, DEXTROMETHORPHAN HBr",25.29,32.88,304,2028-02-13,IN_STOCK
0067-0101,"Theraflu Severe Cold Relief Nighttime Powder, For Solution",Histamine H1 Receptor Antagonists [MoA],Haleon Us Holdings Llc,"ACETAMINOPHEN, DIPHENHYDRAMINE HCl",31.69,41.2,302,2028-07-19,IN_STOCK
0067-0103,"Theraflu Severe Cold Relief Daytime Honey Ginger Powder, For Solution",Sigma-1 Agonist [EPC],Haleon Us Holdings Llc,"ACETAMINOPHEN, DEXTROMETHORPHAN HBr",143.8,186.94,293,2026-11-04,IN_STOCK
0067-0104,Theraflu Syrup,Decreased Respiratory Secretion Viscosity [PE],Haleon Us Holdings Llc,"Acetaminophen, Dextromethorphan HBr, Guaifenesin",126.66,164.66,63,2028-08-15,IN_STOCK
0067-0105,Theraflu Syrup,Histamine H1 Receptor Antagonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Diphenhydramine HCl",12.03,15.64,28,2027-11-27,IN_STOCK
0067-0106,"Theraflu Severe Cold Relief Daytime Berry Burst Powder, For Solution",Sigma-1 Agonist [EPC],Haleon Us Holdings Llc,"ACETAMINOPHEN, DEXTROMETHORPHAN HBr",24.94,32.42,347,2027-05-25,IN_STOCK
0067-0107,Theraflu Kit,General Medicine,Haleon Us Holdings Llc,"Acetaminophen, Dextromethorphan HBr, Diphenphydramine HCl, Guaifenesin",14.86,19.32,102,2026-10-10,IN_STOCK
0067-0109,Theraflu Spray,Imidazolines [CS],Haleon Us Holdings Llc,Oxymetazoline HCl,36.71,47.72,258,2027-10-18,IN_STOCK
0067-0110,Theraflu Spray,Imidazolines [CS],Haleon Us Holdings Llc,Oxymetazoline HCl,13.77,17.9,351,2028-08-13,IN_STOCK
0067-0111,"Theraflu Tablet, Chewable",Sigma-1 Agonist [EPC],Haleon Us Holdings Llc,"Acetaminophen, Dextromethorphan HBr",140.42,182.55,272,2028-08-06,IN_STOCK
0067-0112,"Theraflu Tablet, Chewable",Histamine H1 Receptor Antagonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Diphenhydramine HCl",75.74,98.46,28,2028-03-28,IN_STOCK
0067-0114,Theraflu-D Flu Relief Max Strength Plus Nasal Decongestant Syrup,Adrenergic alpha-Agonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Chlorpheniramine maleate, Dextromethorphan HBr, Pseudoephedrine HCl",84.99,110.49,31,2026-10-18,IN_STOCK
0067-0115,Theraflu-D Flu Relief Max Strength Plus Nasal Decongestant Syrup,Adrenergic alpha-Agonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Dextromethorphan HBr, Pseudoephedrine HCl",81.77,106.3,165,2028-04-01,IN_STOCK
0067-0117,"Gas-X Tablet, Chewable",Skin Barrier Activity [PE],Haleon Us Holdings Llc,Simethicone,146.73,190.75,33,2028-02-27,IN_STOCK
0067-0118,"Gas-X Tablet, Chewable",Skin Barrier Activity [PE],Haleon Us Holdings Llc,"Calcium carbonate, Simethicone",122.91,159.78,370,2027-12-15,IN_STOCK
0067-0119,"Gas-X Tablet, Chewable",Skin Barrier Activity [PE],Haleon Us Holdings Llc,"Calcium carbonate, Simethicone",121.89,158.46,116,2027-01-18,IN_STOCK
0067-0122,Theraflu Kit,General Medicine,Haleon Us Holdings Llc,"acetaminophen, dextromethorphan hbr, diphenhydramine hcl",138.12,179.56,293,2027-03-02,IN_STOCK
0067-0123,Theraflu Kit,General Medicine,Haleon Us Holdings Llc,"acetaminophen, dextromethorphan hbr, diphenhydramine hcl",39.94,51.92,342,2028-03-23,IN_STOCK
0067-0129,"Gas-X Tablet, Chewable",Skin Barrier Activity [PE],Haleon Us Holdings Llc,Simethicone,41.6,54.08,206,2027-07-01,IN_STOCK
0067-2000,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID), and Caffeine",120.27,156.35,65,2027-10-18,IN_STOCK
0067-2001,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID), and Caffeine",144.1,187.33,260,2028-05-01,IN_STOCK
0067-2002,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID), Caffeine",40.27,52.35,381,2027-05-20,IN_STOCK
0067-2003,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID), Caffeine",48.5,63.05,66,2028-07-31,IN_STOCK
0067-2021,"Excedrin Tablet, Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Asprin, Caffeine",148.79,193.43,357,2028-11-16,IN_STOCK
0067-2035,"Excedrin Tablet, Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Asprin, Caffeine",9.59,12.47,232,2027-10-24,IN_STOCK
0067-2039,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID) and Caffeine",59.69,77.6,268,2026-11-27,IN_STOCK
0067-2040,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin, and Caffeine",97.33,126.53,384,2027-03-25,IN_STOCK
0067-2042,"Excedrin Tablet, Film Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID), Caffeine",16.99,22.09,247,2028-07-22,IN_STOCK
0067-2056,"Excedrin Pm Triple Action Caplets Tablet, Coated",Anti-Inflammatory Agents,Haleon Us Holdings Llc,"Acetaminophen, Aspirin (NSAID) and Diphenhydramine Citrate",118.73,154.35,314,2027-01-06,IN_STOCK
0067-2086,4 Way Spray,Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,Phenylephrine hydrochloride,134.74,175.16,46,2027-05-24,IN_STOCK
0067-6094,"Theraflu Powder, For Solution",Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,"ACETAMINOPHEN, DEXTROMETHORPHAN, PHENYLEPHRINE",35.66,46.36,379,2028-05-03,IN_STOCK
0067-6095,"Theraflu Powder, For Solution",Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,"ACETAMINOPHEN, DIPHENHYDRAMINE HCL, PHENYLEPHRINE HCL",73.95,96.14,48,2026-12-16,IN_STOCK
0067-6274,"Gas-X Capsule, Liquid Filled",Skin Barrier Activity [PE],Haleon Us Holdings Llc,Simethicone,104.24,135.51,168,2028-04-09,IN_STOCK
0067-6275,"Gas-X Capsule, Liquid Filled",Skin Barrier Activity [PE],Haleon Us Holdings Llc,Simethicone,86.71,112.72,41,2027-04-02,IN_STOCK
0067-6283,"Gas-X Capsule, Liquid Filled",Skin Barrier Activity [PE],Haleon Us Holdings Llc,Simethicone,139.67,181.57,186,2026-10-17,IN_STOCK
0067-6426,"Theraflu Powder, For Solution",Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,"ACETAMINOPHEN, DEXTROMETHORPHAN HBr, PHENYLEPHRINE HCl",144.41,187.73,325,2027-02-25,IN_STOCK
0067-6800,Theraflu Severe Cold Relief Daytime Berry Burst Powder,Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Dextromethorphan HBr, Phenylephrine Hydrochloride",114.08,148.3,389,2027-11-12,IN_STOCK
0067-6801,Theraflu Severe Cold Relief Nighttime Powder,Adrenergic alpha1-Agonists [MoA],Haleon Us Holdings Llc,"Acetaminophen, Diphenhydramine Hydrochloride, Phenylephrine Hydrochloride",139.69,181.6,178,2027-03-16,IN_STOCK
